age,gender,department,education,tenure_years,previous_rating,kpi_met,trainings_attended,avg_training_score,awards_won,job_level,region,recruitment_channel,work_type,language_count,multilingual,international_hire,is_promoted
53,F,HR,High School,0.1565105021218508,3,43,0,55.93437024211995,0,3,East,Referral,Full-Time,1,1,0,0
57,M,Sales,Master's,1.0401252000298016,2,57,3,79.60356710909491,0,2,East,Referral,Part-Time Day,2,1,1,0
25,M,HR,Bachelor's,0.15456195518057408,1,51,2,51.43154256618661,0,2,North,Direct,Part-Time Day,3,0,0,0
48,F,Sales,High School,5.316164723304976,4,89,2,77.3783379277192,1,3,West,Agency,Full-Time,2,1,0,1
38,M,HR,Bachelor's,7.102856071014009,4,60,5,91.29794442014557,0,3,West,Referral,Part-Time Day,2,0,0,0
33,F,Technology,Bachelor's,0.3572953710383591,3,49,4,74.32293923130153,0,3,East,Agency,Full-Time,3,1,1,0
43,M,HR,Master's,1.7410097061932324,2,60,0,77.8810724308297,0,3,West,Direct,Full-Time,1,0,1,0
38,F,Finance,Bachelor's,8.05959780488958,3,79,1,86.32936807982985,0,1,East,Direct,Full-Time,2,0,0,0
31,M,Sales,Bachelor's,0.4707042825024989,4,64,1,67.80392407593793,0,1,North,Agency,Part-Time Day,1,1,1,0
22,M,Operations,Bachelor's,1.0355250695085407,4,89,6,92.40865635352557,2,3,North,Direct,Full-Time,1,1,0,0
43,M,Finance,PhD,1.088400926534043,2,56,1,85.35523520311285,0,1,North,Agency,Part-Time Day,2,0,0,0
47,M,Sales,Master's,0.1,4,90,2,72.04904666568949,0,1,East,Referral,Full-Time,1,0,1,1
39,M,Sales,Master's,0.11084238906888574,3,45,2,37.04761862038643,0,1,West,Agency,Full-Time,3,0,0,0
35,F,Operations,Master's,9.159628288062986,4,53,1,68.4704658513153,0,3,West,Agency,Full-Time,1,0,0,0
50,M,Technology,Bachelor's,2.5395427653618383,4,76,2,68.30205874319148,0,3,South,Agency,Full-Time,1,0,0,1
33,F,Finance,Master's,1.0986538074809216,5,79,3,74.86612824154003,0,4,South,Referral,Full-Time,1,1,0,0
57,F,Operations,High School,1.427701315294653,3,79,2,91.89602877284958,1,3,North,Direct,Full-Time,3,1,0,0
56,F,Operations,Master's,3.7641453710056596,3,57,2,85.30330974448285,0,2,West,Referral,Full-Time,1,1,0,0
33,M,Technology,Bachelor's,1.3695673078517054,3,69,2,73.39087656173558,0,1,East,Agency,Part-Time Day,2,0,0,0
28,F,Finance,Bachelor's,0.7753812552636161,3,48,4,66.18837206523882,0,3,East,Referral,Full-Time,3,1,0,0
50,M,Operations,Bachelor's,0.32221227902035876,1,53,1,42.528752152638944,1,2,East,Direct,Full-Time,1,0,0,0
32,F,Technology,Master's,3.9161678982489763,3,85,0,81.51285549574465,1,3,West,Referral,Full-Time,1,1,1,0
54,F,Finance,Master's,0.5974206628504333,2,91,2,75.47246637711643,0,4,West,Agency,Full-Time,1,0,0,1
27,F,HR,Bachelor's,0.21657767986727822,5,85,1,85.34306716739377,0,2,North,Referral,Full-Time,1,1,0,0
36,F,Sales,Bachelor's,1.6703701910284354,4,56,4,75.66982714735524,0,2,South,Referral,Full-Time,1,0,0,0
53,F,Technology,Master's,0.12112553873124296,3,73,3,61.60136864382822,2,4,West,Agency,Full-Time,1,0,0,0
32,M,Sales,Bachelor's,10.057055229341803,2,85,3,77.61437090652055,1,2,East,Agency,Part-Time Day,3,1,0,1
44,F,HR,Master's,2.9608878114364603,3,98,5,75.23634042624239,2,3,West,Direct,Full-Time,2,1,0,0
47,F,Operations,Bachelor's,0.49709007423471663,3,61,2,85.18464266201727,3,2,South,Referral,Part-Time Day,2,0,1,1
55,M,Operations,Bachelor's,0.5678720658471228,3,92,0,66.22348630034911,0,3,South,Direct,Part-Time Day,3,0,0,0
55,M,Finance,High School,2.530713800222497,3,71,2,61.06916678101507,1,1,East,Agency,Full-Time,1,0,0,1
50,M,Technology,Bachelor's,1.322806332517565,5,51,1,72.89701588381278,0,3,North,Agency,Full-Time,2,1,0,0
25,F,Technology,Bachelor's,4.4652037824300645,4,94,2,69.69953048055791,1,5,South,Direct,Full-Time,1,1,0,1
38,F,Finance,High School,2.367695785879341,3,96,2,62.397078960285874,2,3,South,Direct,Full-Time,1,0,0,0
56,F,Sales,High School,1.7039549832453509,4,55,0,62.17104729286333,1,2,South,Referral,Full-Time,1,0,0,0
34,F,Operations,Bachelor's,9.888911018111875,1,61,3,89.32966454169774,0,2,South,Direct,Full-Time,1,0,1,1
36,F,Operations,Bachelor's,1.486476632157586,3,77,3,69.60201085819601,0,3,South,Referral,Full-Time,2,0,0,0
50,F,Technology,Master's,1.5355330464573083,3,89,1,87.7742660648058,1,1,West,Agency,Full-Time,1,0,0,1
50,M,Technology,Bachelor's,3.287799431897582,4,78,4,100.0,2,1,East,Agency,Full-Time,2,0,0,1
32,M,Finance,Bachelor's,4.973972014283264,3,41,2,67.73089533044356,0,3,West,Referral,Part-Time Day,1,0,0,0
53,F,HR,Bachelor's,2.9522234661609135,3,84,2,60.49735037777536,0,4,North,Referral,Full-Time,1,0,0,1
23,F,Sales,Bachelor's,3.5980527258255046,5,94,1,55.90043616038569,0,1,South,Agency,Full-Time,1,1,0,0
35,F,HR,Master's,1.4000988097877372,3,47,1,87.42885385642566,0,1,North,Referral,Full-Time,2,1,0,0
41,F,HR,Bachelor's,1.9588779392820515,4,83,2,69.23101765738839,0,5,North,Direct,Full-Time,1,1,0,1
43,F,Technology,Master's,0.6583327806647454,4,40,1,72.81924934471377,2,2,East,Referral,Full-Time,2,1,1,0
32,M,Technology,Bachelor's,3.420614590325904,3,80,4,65.99703390575989,1,3,West,Agency,Full-Time,1,1,0,0
48,M,Technology,Bachelor's,0.7509736681727783,4,79,2,69.82830828318767,1,2,North,Referral,Full-Time,1,0,0,1
24,F,HR,Bachelor's,0.1,4,80,3,100.0,0,4,North,Direct,Full-Time,1,0,1,1
38,M,Sales,Master's,8.143508313992157,5,44,2,61.90064866754083,0,2,North,Referral,Full-Time,2,0,0,0
49,F,Technology,Master's,1.0959158403622318,3,84,3,40.85265471855875,0,2,North,Referral,Full-Time,1,0,1,0
50,F,Operations,Bachelor's,0.6568273242888768,5,85,1,70.38769473339428,0,1,South,Referral,Full-Time,1,1,1,1
42,F,Sales,Master's,0.9365257117592365,2,75,1,63.32897169591556,0,1,East,Agency,Full-Time,1,0,0,0
37,M,Operations,High School,1.2034379860404645,4,56,1,81.64656602756801,0,4,East,Referral,Full-Time,2,1,0,0
58,M,Sales,Master's,1.9304803192729443,3,80,3,71.3028615957178,0,1,East,Direct,Full-Time,3,1,0,0
41,F,Technology,Bachelor's,0.21562142333595014,3,69,4,88.43197466866869,0,1,North,Agency,Part-Time Day,1,1,0,0
27,M,Finance,Bachelor's,0.16233332801729,2,91,0,40.74750813430966,0,1,North,Referral,Full-Time,1,1,0,0
40,M,Technology,High School,1.039795216211395,3,54,1,79.85774990383108,1,1,South,Agency,Full-Time,1,0,0,0
26,F,HR,PhD,1.051934333958521,3,59,1,91.85793825640127,0,3,North,Referral,Full-Time,3,1,0,0
24,M,HR,Master's,0.3754866034317477,3,75,2,65.33886073138355,0,5,West,Agency,Full-Time,1,1,1,0
22,M,Sales,Master's,1.5565310193529105,3,41,0,65.1167094584745,0,1,West,Referral,Full-Time,3,1,0,0
59,F,HR,Master's,1.0023454566373498,3,99,3,64.58556135183117,0,3,North,Direct,Full-Time,1,0,1,0
36,F,Technology,Bachelor's,0.1,3,98,1,63.062736475949954,0,1,West,Agency,Full-Time,3,0,0,0
55,M,Operations,Master's,6.50733159200716,3,84,1,87.72669017837514,0,5,West,Referral,Full-Time,3,0,0,0
56,F,Technology,PhD,6.515171008344737,4,43,1,57.30263302497642,1,2,East,Referral,Full-Time,1,0,0,1
46,M,Sales,Bachelor's,0.7040632379910566,4,89,2,80.35429579884288,0,3,North,Referral,Full-Time,2,0,0,0
45,F,HR,Bachelor's,0.5333356968608877,1,63,3,48.31551395029712,0,1,East,Agency,Part-Time Night,2,0,1,0
33,F,Operations,Master's,2.377528924017001,3,87,3,52.28663446763966,0,4,West,Agency,Full-Time,1,1,1,0
39,F,Finance,PhD,2.9888725330887636,4,94,1,72.7016336420826,0,1,East,Referral,Full-Time,1,0,0,0
36,F,Operations,Master's,9.477759169305436,2,98,2,54.902111429424096,0,1,West,Referral,Full-Time,3,1,0,0
37,M,Operations,Master's,1.4213047113655617,3,81,1,54.26412057677091,1,3,East,Referral,Full-Time,3,1,0,0
48,F,Technology,Master's,2.888577797136784,3,41,3,88.80615135335734,0,1,North,Agency,Full-Time,3,1,1,0
29,F,Finance,Master's,6.315657955329801,5,85,0,78.07198701431369,2,4,West,Direct,Full-Time,3,0,1,0
46,F,Sales,Master's,1.793258935297784,3,41,1,71.45023006742397,0,3,North,Direct,Part-Time Day,2,1,0,0
38,M,Sales,Master's,0.3915076707992875,4,89,2,80.33980465940262,1,2,South,Referral,Full-Time,1,1,0,1
50,M,Operations,Bachelor's,1.4217809184927293,3,40,0,49.72053169650263,0,1,West,Agency,Full-Time,2,1,0,0
29,F,Operations,Bachelor's,0.4405166721435553,4,52,3,56.516562276868505,2,1,East,Referral,Part-Time Night,1,0,0,1
36,F,HR,Bachelor's,0.1,3,45,1,74.17441077364893,0,3,South,Referral,Part-Time Day,1,1,0,0
48,F,Finance,Master's,4.177577888027732,3,61,2,48.71936758739794,0,4,North,Agency,Full-Time,2,1,0,0
28,F,Operations,Bachelor's,0.8170947460112754,3,56,0,49.2416771499102,0,3,North,Direct,Part-Time Day,2,0,0,0
24,F,HR,High School,0.1,5,98,1,65.52572465749995,0,3,North,Agency,Full-Time,2,1,1,0
50,F,Finance,High School,6.1773255777850995,2,88,2,73.25680006742446,2,1,South,Referral,Full-Time,1,0,0,0
45,M,Sales,Master's,1.7598218098364393,3,61,1,67.11948066234044,0,3,West,Direct,Part-Time Day,3,0,0,0
24,F,HR,Bachelor's,0.8188134343137354,4,82,3,56.801209628466104,0,5,West,Agency,Full-Time,1,1,0,0
41,F,Finance,Bachelor's,0.9146473528188408,4,45,2,57.533907263174626,1,1,North,Direct,Part-Time Day,2,0,0,1
36,F,HR,Bachelor's,0.8254345518805732,3,91,2,66.76774702595657,0,2,North,Agency,Full-Time,1,1,0,0
46,F,Operations,Bachelor's,0.6490854028279212,3,42,1,81.62298755101153,1,1,North,Agency,Full-Time,2,0,0,0
51,F,Technology,High School,5.520824657886264,3,85,2,93.17546823173444,1,3,South,Direct,Full-Time,1,0,0,1
35,F,Sales,Bachelor's,0.560187652555269,3,96,0,71.43821980669914,1,1,South,Direct,Full-Time,1,1,1,0
28,M,Operations,Bachelor's,2.475613954994988,4,45,2,41.40262996695864,0,2,North,Referral,Full-Time,3,0,0,0
38,M,Operations,Bachelor's,0.24141919597693273,1,56,1,83.51577952981005,0,2,East,Referral,Full-Time,3,0,0,1
41,M,Finance,Bachelor's,8.958615968936869,4,74,1,80.27847859462092,1,1,West,Direct,Full-Time,2,0,1,1
57,M,HR,Bachelor's,2.773830007067218,3,88,1,62.011796629625984,0,1,South,Referral,Full-Time,1,0,0,0
30,M,Sales,Master's,7.003853454734324,3,90,4,67.17710320555489,0,3,West,Referral,Part-Time Day,2,0,1,1
59,M,Operations,Bachelor's,1.5218844904585218,3,89,4,91.88036686449169,0,1,South,Agency,Full-Time,1,1,1,1
43,F,Finance,Bachelor's,4.992823854449679,4,76,1,94.08148631036761,0,3,East,Referral,Full-Time,2,1,1,0
23,F,Sales,Bachelor's,5.765354622292526,1,86,1,58.35422328677399,0,3,South,Agency,Full-Time,1,0,0,0
45,F,HR,Bachelor's,3.6415572539434384,4,74,1,100.0,2,2,West,Referral,Full-Time,1,1,0,0
29,F,Operations,High School,0.2926647312813393,4,62,3,77.25945825770384,1,1,East,Direct,Full-Time,2,1,1,0
32,F,Operations,High School,0.1,3,47,3,100.0,1,1,East,Agency,Part-Time Day,1,1,0,0
34,F,Operations,Bachelor's,0.5537872418201185,3,46,1,50.15585130652423,1,2,East,Referral,Part-Time Day,2,1,0,0
38,M,Sales,Bachelor's,0.37701879230791535,3,89,3,62.36967208382999,0,1,East,Direct,Full-Time,1,1,0,0
29,F,Sales,Bachelor's,3.8744547112393852,4,49,2,37.7969515520029,0,3,West,Agency,Full-Time,2,0,0,0
42,M,Sales,Master's,2.4426027169364057,3,65,0,67.31573532696567,0,2,East,Referral,Full-Time,1,0,1,0
39,M,Sales,High School,2.2393329040899936,4,94,1,82.66424324508266,0,3,West,Direct,Full-Time,2,1,0,0
51,F,Finance,Master's,0.8745373984690834,3,49,2,97.8372182724969,0,2,South,Agency,Part-Time Day,1,0,0,0
39,F,Technology,High School,0.5038629176535122,4,58,3,59.47833178588065,2,3,West,Referral,Part-Time Day,1,1,0,0
52,F,Finance,Master's,0.6940865827140218,4,62,1,75.50869199983168,0,3,North,Referral,Full-Time,1,0,1,0
59,F,Operations,High School,1.5338622281900944,3,70,4,65.6537878993654,0,4,East,Agency,Full-Time,2,0,1,1
53,F,Finance,Master's,4.0428737848333824,5,72,1,80.87375748783592,2,1,West,Direct,Part-Time Day,1,0,0,0
32,F,HR,Bachelor's,0.8811673024272297,4,41,2,68.17354180131021,0,3,South,Agency,Part-Time Day,1,1,1,0
46,F,Sales,High School,3.598080389840435,3,67,2,66.08184709050639,1,2,North,Direct,Full-Time,1,1,0,0
54,M,HR,Bachelor's,2.02893992819285,4,97,1,43.95327967380621,0,3,North,Direct,Full-Time,1,1,0,0
59,F,HR,High School,6.499991947471816,4,71,4,74.45117721257624,0,1,South,Agency,Part-Time Day,1,0,0,0
29,F,Operations,Master's,0.7954712697965749,3,72,3,92.13866715454715,0,1,North,Direct,Full-Time,1,1,0,0
32,M,Sales,Master's,1.7981874595269831,3,48,1,51.15271233773707,1,2,North,Referral,Full-Time,1,1,0,0
43,F,HR,Bachelor's,0.30498465303024347,3,68,1,83.85767898543037,1,1,West,Agency,Full-Time,2,1,1,0
45,F,Operations,Bachelor's,1.2245956635139286,5,54,1,71.37517831968928,0,3,East,Direct,Full-Time,1,0,0,1
38,M,Sales,High School,2.1210108819163613,4,57,3,39.01562413092561,0,3,West,Referral,Part-Time Day,1,0,1,0
33,F,Technology,Master's,3.9586023408131137,2,57,1,64.9829573452447,3,1,East,Direct,Full-Time,2,0,0,0
53,F,Operations,Bachelor's,0.6622285062400945,3,93,0,66.00563027264091,1,2,West,Agency,Full-Time,2,1,1,0
36,F,Finance,Bachelor's,0.7380550699157491,1,46,1,76.68796366535763,0,2,South,Referral,Part-Time Day,1,0,1,0
37,F,Sales,PhD,2.9955774774468935,3,53,3,78.36565978132779,0,4,East,Direct,Part-Time Day,2,0,0,1
43,F,HR,Bachelor's,1.446023537823913,3,68,1,72.09482595974269,0,5,North,Agency,Full-Time,1,1,0,0
49,F,HR,PhD,1.9738895846108173,3,89,1,80.45713708634007,0,1,North,Direct,Full-Time,2,0,1,1
41,M,Finance,Bachelor's,5.426134680276665,5,91,1,56.49101250623487,0,2,West,Agency,Full-Time,1,1,0,1
54,F,Finance,Bachelor's,2.0739463839343903,5,58,3,67.2866693617443,0,3,East,Referral,Full-Time,3,0,0,0
31,F,HR,Bachelor's,3.170966494677682,2,44,2,67.80945985249276,2,3,South,Agency,Full-Time,2,1,1,0
53,M,Sales,Master's,3.2081075747294996,3,80,2,87.55141607433848,1,2,South,Referral,Full-Time,1,1,0,0
54,M,Operations,Bachelor's,4.88298808277729,4,89,4,42.431057023631936,0,1,East,Direct,Full-Time,1,0,0,0
23,F,Finance,High School,3.04948940621186,3,84,3,79.03810159730624,0,2,South,Direct,Full-Time,2,0,0,0
54,M,Finance,Bachelor's,0.20101612605841906,4,44,5,92.56869434330501,0,2,West,Referral,Full-Time,1,1,0,1
54,F,Finance,Master's,1.2564398215206518,4,95,5,71.91225076848269,0,2,South,Direct,Part-Time Day,1,1,0,0
34,F,Technology,Bachelor's,13.617075479877741,4,93,3,100.0,1,2,North,Referral,Full-Time,1,1,0,0
51,M,Sales,Bachelor's,0.6563726966238899,3,91,2,62.706715850079846,1,1,East,Direct,Full-Time,1,0,0,1
54,F,Sales,Bachelor's,2.6509557498504055,5,54,5,67.94064181543143,1,3,East,Direct,Part-Time Day,1,1,0,0
34,F,Sales,Master's,5.553394365414229,4,65,5,61.67310890397505,0,3,North,Agency,Full-Time,2,0,0,0
47,M,Sales,PhD,2.6497181900085773,4,63,2,66.67392730447303,0,2,North,Agency,Full-Time,2,1,0,0
43,M,Sales,High School,1.3969366574262043,3,58,1,79.38947317163985,0,2,East,Agency,Full-Time,2,1,1,0
23,M,HR,High School,0.25089023262436344,4,59,0,64.51494036513218,0,3,East,Referral,Full-Time,1,0,1,1
59,M,Finance,Master's,1.3466757071648792,3,82,4,57.670650559684006,0,1,North,Agency,Full-Time,2,0,0,0
47,F,HR,Master's,0.602926434816869,3,48,2,46.12944238143103,0,2,South,Agency,Full-Time,3,0,0,0
36,M,Technology,Bachelor's,9.722046820994562,3,92,2,67.67081467382712,0,3,West,Agency,Full-Time,1,1,1,0
55,M,Operations,Master's,3.7661334891632405,5,93,1,69.70688239846355,0,3,North,Direct,Part-Time Night,2,1,0,0
32,M,Finance,Bachelor's,4.151490052649445,4,67,2,65.44801460285568,2,3,West,Referral,Full-Time,2,0,0,0
24,M,Technology,Bachelor's,1.7179396081848948,4,55,3,100.0,1,1,South,Agency,Full-Time,2,1,0,0
27,M,HR,Master's,0.34948289425099693,3,50,1,79.73835430939216,1,1,East,Agency,Full-Time,1,1,0,0
30,F,Operations,Bachelor's,0.9306685988828491,3,73,2,61.946616264231935,0,1,East,Agency,Part-Time Day,1,1,1,0
27,M,Technology,PhD,0.9021443071793216,4,64,4,80.67061844781388,2,2,East,Direct,Full-Time,1,1,0,0
30,F,Operations,Bachelor's,2.0011482326636356,4,79,2,82.33351710882556,0,1,East,Referral,Full-Time,1,0,0,1
52,M,Technology,Bachelor's,1.8540066218392468,4,94,3,69.92433141264073,0,1,East,Agency,Part-Time Day,3,0,1,1
53,M,HR,Master's,1.70434858392463,3,96,3,63.83231137888257,0,1,North,Agency,Full-Time,1,1,1,0
33,M,Operations,Bachelor's,2.0554029089016277,4,60,4,55.35055426586737,1,3,East,Agency,Full-Time,2,0,0,0
29,M,Technology,Bachelor's,13.03374911007398,4,44,1,90.58887272292505,2,3,West,Direct,Part-Time Day,2,0,0,0
29,M,HR,Master's,1.062977247745314,3,50,2,67.58664453654765,1,4,East,Direct,Full-Time,1,1,0,0
49,M,Finance,Bachelor's,2.865633920900095,1,82,1,67.14351145208325,0,2,West,Agency,Part-Time Night,3,0,0,0
41,M,HR,Bachelor's,0.8213680504863694,3,48,3,86.7121717222981,1,2,West,Direct,Full-Time,2,0,0,0
28,M,HR,Master's,1.8854862433392592,5,50,3,70.50110678133198,0,2,East,Referral,Part-Time Day,1,0,0,0
32,F,Finance,Bachelor's,0.6696152839227902,4,76,1,100.0,0,3,East,Agency,Full-Time,1,1,0,0
41,M,HR,PhD,2.4506412390086627,4,80,0,62.11121197816462,1,3,South,Referral,Full-Time,1,1,1,0
37,F,Finance,Master's,0.9237024477902389,3,40,2,64.43589425309109,0,3,East,Referral,Part-Time Day,1,0,0,0
25,M,Finance,Bachelor's,0.11244809329498112,4,65,1,59.46245789767457,0,5,West,Referral,Part-Time Night,1,0,1,0
27,F,Finance,Bachelor's,5.0665976637159265,4,49,1,57.544346314061535,1,3,South,Direct,Full-Time,2,0,0,0
43,M,Technology,PhD,0.4117753729447108,3,98,1,76.08579340242498,0,3,West,Direct,Part-Time Day,1,0,0,0
47,M,Operations,Bachelor's,1.37678183318264,5,79,1,80.63081166589384,0,3,South,Referral,Full-Time,2,0,0,0
24,M,Technology,Bachelor's,1.9455404080925942,3,58,2,64.27491797407882,0,2,West,Direct,Full-Time,1,0,0,0
35,F,Finance,Bachelor's,1.6994378661008507,3,55,1,70.62540862161187,0,1,East,Direct,Full-Time,1,0,0,0
32,F,Operations,Bachelor's,3.880224226342928,3,84,2,73.16896788278545,0,3,South,Agency,Part-Time Day,1,1,1,0
39,F,Operations,Bachelor's,2.7247935543101436,2,95,5,89.4012675859014,0,2,West,Agency,Full-Time,3,1,0,0
33,F,Finance,PhD,1.0502523453423689,4,76,4,60.91811019934387,0,3,East,Agency,Full-Time,1,1,0,0
44,M,Operations,Master's,0.15926260345583798,3,89,1,72.66256007543295,2,2,South,Agency,Full-Time,2,0,0,0
33,M,Operations,Bachelor's,4.3778227452891505,4,80,0,76.4822680087369,0,2,North,Referral,Full-Time,1,1,0,0
34,M,Technology,Bachelor's,1.3040351423102747,3,43,5,76.14689639795546,2,3,East,Direct,Full-Time,1,1,1,0
46,F,Operations,Master's,6.614327052959528,3,53,3,71.1243366247245,2,3,West,Referral,Full-Time,2,0,0,0
40,M,Finance,High School,1.5078619980634083,4,69,4,85.3440099555695,0,2,East,Agency,Full-Time,3,0,0,1
57,F,Sales,Master's,3.7939149711491353,4,46,0,59.58081039537483,1,1,West,Agency,Part-Time Day,2,0,0,0
29,F,Sales,Master's,8.418545883585386,3,51,3,67.41430831418603,0,1,West,Direct,Full-Time,2,0,0,0
50,F,Sales,Master's,3.159360820557086,5,63,2,61.14046701792257,0,1,West,Direct,Full-Time,1,1,0,0
53,F,Finance,Bachelor's,1.600691124237629,4,78,3,60.11760954163435,0,3,West,Direct,Full-Time,1,0,0,0
39,F,Sales,Bachelor's,2.5138202255612474,1,82,5,71.74815101865066,0,1,South,Agency,Full-Time,1,0,0,0
27,M,Technology,High School,2.352139551729876,3,61,1,84.89323284270046,2,3,North,Direct,Full-Time,1,1,0,0
39,F,Finance,Bachelor's,2.6371296183916715,3,86,1,58.26303284780769,0,1,East,Direct,Full-Time,1,0,0,0
40,F,Finance,Bachelor's,0.4763541509783993,4,69,3,83.79846374386906,0,3,West,Agency,Full-Time,1,0,0,0
43,M,Finance,Master's,3.5970541224076102,3,99,1,65.01785915213682,0,5,South,Referral,Full-Time,1,1,0,0
58,F,Operations,Master's,0.4701132643965401,3,78,1,55.636776308744714,0,1,South,Referral,Full-Time,2,0,0,0
53,F,Operations,PhD,0.1,2,59,3,60.06349894854823,1,3,West,Agency,Part-Time Day,1,0,0,1
24,M,Operations,Master's,2.940729080100366,3,65,1,84.36456522919549,0,1,East,Referral,Full-Time,1,0,1,0
49,M,HR,High School,0.37299661023673697,4,88,3,54.42698355615077,0,1,West,Agency,Part-Time Day,2,0,0,1
31,M,Technology,Bachelor's,4.414401895084553,4,44,1,100.0,0,1,South,Referral,Full-Time,3,1,1,1
56,F,Finance,High School,6.028984298854734,2,79,2,72.08535753514685,0,2,East,Direct,Full-Time,2,0,0,0
50,M,Finance,Bachelor's,8.686943631834058,2,81,0,44.53303516839773,0,2,North,Referral,Full-Time,1,1,1,0
36,M,Operations,Bachelor's,3.2761939799074096,3,45,1,54.446704974086686,0,3,North,Agency,Full-Time,1,0,0,0
54,M,Finance,Master's,1.9734263636799265,4,92,2,82.35625420843893,1,2,North,Agency,Full-Time,1,1,0,0
28,F,Finance,Master's,1.3028953297652055,4,73,3,48.123965262669955,2,4,North,Referral,Full-Time,1,1,0,0
33,M,Sales,High School,2.0254803305020554,1,97,1,79.92077638754381,1,1,West,Agency,Full-Time,1,0,1,0
51,F,Finance,High School,0.6334679271534137,3,99,1,52.45067618260096,0,3,South,Referral,Full-Time,1,0,0,1
42,F,HR,High School,1.285077480163703,3,44,3,75.49816968314946,2,2,South,Agency,Full-Time,1,1,1,0
52,M,Operations,High School,3.7968056176559646,5,49,4,89.75735716672631,1,4,South,Direct,Full-Time,1,0,0,0
45,F,Technology,Bachelor's,0.735488765902734,3,67,1,75.68107973217084,1,2,East,Referral,Full-Time,1,0,0,0
41,F,Technology,Master's,0.9198491440850822,3,42,6,82.78298827145852,0,2,North,Referral,Part-Time Day,2,0,0,0
58,M,Sales,Master's,4.150832962262761,3,52,1,80.90167681419922,0,2,East,Direct,Part-Time Day,1,0,0,0
25,F,Technology,Bachelor's,0.5874459371718338,3,87,3,52.88728254717357,1,1,North,Agency,Part-Time Day,1,0,0,0
49,M,Technology,Master's,0.8466414975872103,4,86,2,51.84459734957332,0,1,East,Referral,Full-Time,2,1,0,0
41,F,Operations,Bachelor's,0.1,1,41,1,43.57681129648368,0,2,South,Direct,Full-Time,2,0,0,0
45,F,Operations,PhD,3.819449930547699,3,74,0,74.64185932071523,1,2,South,Agency,Part-Time Day,1,0,0,0
53,M,HR,Bachelor's,2.886246768220693,4,91,1,68.49701009763214,1,2,South,Direct,Full-Time,1,0,0,0
57,M,Sales,Master's,3.55629185935383,3,89,1,55.039466379707505,0,1,East,Direct,Full-Time,2,1,0,0
55,F,Technology,Master's,0.7236467203865575,4,91,1,75.01094446568001,3,2,West,Referral,Full-Time,2,1,0,1
57,F,HR,Master's,3.4882660150320515,3,91,2,94.09989477658223,0,1,South,Agency,Full-Time,1,1,0,0
23,M,Sales,High School,2.721819173469521,4,86,6,80.3529581437232,0,2,South,Referral,Full-Time,1,1,0,0
36,F,Technology,Master's,1.3677009506894806,2,93,2,90.58640416775732,0,1,North,Agency,Full-Time,2,0,0,1
55,F,Technology,High School,1.7278306002001549,5,67,3,64.20859450549263,1,5,East,Agency,Full-Time,1,0,0,0
57,F,Operations,High School,2.5174370624016684,3,76,2,72.62675802769672,0,2,East,Direct,Full-Time,1,1,0,0
27,F,Finance,High School,2.039462177108636,3,62,5,74.7913925668424,0,3,South,Direct,Full-Time,2,0,0,0
33,M,Sales,Master's,3.0802264356457405,4,82,0,82.6921175878333,1,1,West,Referral,Full-Time,1,1,1,0
24,M,Technology,Master's,0.598938779015829,4,62,1,47.013557623254755,0,1,East,Agency,Full-Time,1,1,0,0
39,M,Sales,Bachelor's,2.3342200859693287,2,74,3,92.55259480486788,0,1,West,Direct,Full-Time,2,1,0,1
42,M,HR,Bachelor's,1.795035841712173,5,80,3,73.52294211626148,1,2,West,Agency,Full-Time,2,0,0,0
36,M,HR,PhD,1.8542331932562812,3,78,1,89.59177815403994,2,3,South,Direct,Full-Time,1,0,0,1
54,M,Finance,Bachelor's,1.9011390279654763,4,94,0,85.82941317131665,0,3,West,Direct,Part-Time Day,3,0,0,1
56,F,Technology,Bachelor's,6.3978172625212295,2,71,1,37.933637298659185,0,2,East,Referral,Full-Time,1,0,0,0
47,M,Operations,Bachelor's,5.121606080778594,3,41,4,75.00464524271545,1,1,West,Agency,Full-Time,2,1,0,0
29,F,Technology,Master's,2.9792720434401714,3,86,2,77.37168292332672,1,1,North,Direct,Full-Time,2,0,0,0
57,F,Sales,Bachelor's,3.781491223034311,4,83,2,66.74442906612518,1,3,East,Agency,Full-Time,2,1,0,0
51,F,HR,Master's,0.13123703066491108,3,87,1,70.1405085441463,0,3,South,Agency,Full-Time,1,1,0,0
44,M,Sales,Bachelor's,4.087636466557594,3,97,2,56.807229179088495,0,3,East,Agency,Full-Time,1,0,1,1
35,F,Finance,Bachelor's,1.99755741125893,5,55,1,67.67925664045167,1,2,East,Direct,Full-Time,2,1,0,1
35,M,HR,Bachelor's,1.1470666489944403,3,55,1,65.04894464905539,0,5,West,Agency,Full-Time,2,1,0,0
23,F,Operations,High School,0.4516907442764924,3,90,1,62.25228228507847,0,1,North,Referral,Full-Time,1,1,0,0
58,F,HR,Bachelor's,0.23456185874279273,4,42,1,64.50779590591968,1,5,West,Referral,Full-Time,2,1,0,1
26,M,Technology,High School,0.13777273384336258,2,67,1,34.59017521367359,2,1,West,Direct,Part-Time Day,2,0,1,0
59,F,Technology,Master's,0.5294819400617893,3,68,3,62.21831604636305,0,2,West,Referral,Full-Time,1,0,1,0
35,F,HR,Bachelor's,0.1,3,93,2,56.35351034586098,0,3,West,Referral,Full-Time,3,0,0,0
